Target_Class;p_tag_count;comma_count;colon_count;hyphen_count;TTR;Compound;Positive;Neutral;Negative;FleschK_score;CC;PRP;PRP$;IN;NNP;period_count
Literary;932;2884;50;628;0.2119911176905996;1.0;0.204;0.68;0.11599999999999999;53.69421996329032;20.0;9.0;1.0;526.0;4.0;246461
Literary;987;2845;17;508;0.2070709625208639;1.0;0.22;0.635;0.145;55.40570877946155;14.0;7.0;2.0;480.0;6.0;247287
Literary;1958;4205;75;1110;0.14451951951951952;1.0;0.20600000000000002;0.6559999999999999;0.138;57.45163018221846;26.0;6.0;2.0;638.0;10.0;421289
Literary;882;2293;8;389;0.20520254818686706;1.0;0.215;0.605;0.18;44.22167108874194;16.0;6.0;0.0;581.0;8.0;297883
Literary;1717;2482;4;439;0.18222061249949692;0.9990000000000001;0.184;0.638;0.17800000000000002;61.41059605312972;11.0;5.0;1.0;665.0;5.0;296184
Literary;2936;7538;142;1050;0.15041708212748364;1.0;0.254;0.603;0.142;61.25074557253314;20.0;10.0;7.0;1134.0;14.0;528218
Literary;803;1441;18;641;0.2645796762239126;1.0;0.218;0.636;0.146;60.966674583911846;7.0;4.0;1.0;266.0;14.0;117906
Literary;916;4369;61;670;0.2480565371024735;1.0;0.19399999999999998;0.647;0.159;52.12607655813451;19.0;1.0;1.0;633.0;13.0;292334
Detective and Mystery;2686;5845;24;1354;0.14425684225749305;1.0;0.19699999999999998;0.6409999999999999;0.162;56.052023495902226;19.0;13.0;3.0;515.0;32.0;351129
Literary;915;2047;78;591;0.218189345845984;1.0;0.192;0.6579999999999999;0.15;50.36829366677338;25.0;1.0;2.0;278.0;4.0;184277
Literary;725;2296;49;609;0.2514113167913877;1.0;0.183;0.672;0.146;53.978043229217064;21.0;5.0;1.0;336.0;4.0;186884
Literary;932;2255;54;678;0.2469769403824522;1.0;0.21100000000000002;0.643;0.146;55.326787083217475;20.0;2.0;1.0;330.0;8.0;179762
Literary;1837;4136;49;891;0.1765569486449188;1.0;0.215;0.6679999999999999;0.11699999999999999;51.48004368523471;22.0;6.0;5.0;955.0;75.0;423537
Literary;1606;4676;14;939;0.19239838311250845;1.0;0.212;0.6759999999999999;0.113;42.21514427684875;35.0;10.0;0.0;1114.0;15.0;435025
Detective and Mystery;1303;4701;37;434;0.17325577086961355;1.0;0.228;0.672;0.099;43.45752242582465;19.0;1.0;4.0;624.0;11.0;345746
Detective and Mystery;1095;3301;317;633;0.21778447626224567;1.0;0.21100000000000002;0.64;0.149;45.85342299595982;13.0;8.0;1.0;494.0;30.0;250619
Detective and Mystery;775;3217;26;500;0.20532604618764397;1.0;0.254;0.584;0.162;44.38339061401771;13.0;3.0;4.0;434.0;8.0;240214
Detective and Mystery;654;3133;20;434;0.20372620494127175;1.0;0.231;0.619;0.15;47.85585449433691;6.0;2.0;1.0;446.0;5.0;222217
Literary;2732;7026;9;2208;0.13937100352342424;1.0;0.23199999999999998;0.657;0.111;56.58004609533114;41.0;11.0;4.0;1074.0;31.0;577002
Literary;3536;9377;189;1363;0.14011081262592345;1.0;0.259;0.545;0.196;53.68622692704688;25.0;5.0;1.0;1071.0;22.0;589260
Literary;222;851;30;185;0.4797526137534973;1.0;0.242;0.604;0.154;25.40919195749277;9.0;;0.0;119.0;2.0;79094
Literary;2948;10674;199;1818;0.11316814159292035;1.0;0.271;0.611;0.11800000000000001;52.24022904941933;52.0;9.0;6.0;1247.0;31.0;687849
Christmas Stories;2752;11892;138;4230;0.11718425840222145;1.0;0.255;0.622;0.12300000000000001;57.44528241289692;40.0;18.0;11.0;1629.0;34.0;812861
Literary;762;2410;2;483;0.26223834775327937;1.0;0.213;0.6679999999999999;0.11900000000000001;51.76440917137313;23.0;2.0;0.0;363.0;6.0;229413
Literary;3527;15808;222;2546;0.1200416028659752;1.0;0.22899999999999998;0.613;0.158;54.940240258826655;74.0;23.0;3.0;1673.0;15.0;822851
Literary;1184;5777;57;873;0.17319715866313135;1.0;0.278;0.612;0.109;46.507849039934065;12.0;8.0;1.0;701.0;14.0;381484
Literary;874;4828;43;770;0.17758107760678735;1.0;0.272;0.593;0.136;48.241136594648715;10.0;3.0;3.0;735.0;13.0;341739
Sea and Adventure;2740;9455;107;801;0.14654548742991502;1.0;0.22699999999999998;0.614;0.159;35.25691006474887;27.0;11.0;5.0;1179.0;13.0;553018
Literary;432;3671;259;635;0.24976924496954034;1.0;0.31;0.5670000000000001;0.12300000000000001;20.832071852670936;27.0;4.0;1.0;477.0;6.0;270741
Western Stories;3076;9774;243;749;0.13528193940473274;1.0;0.217;0.621;0.162;40.98641578258432;24.0;17.0;4.0;922.0;18.0;559116
Literary;714;6589;163;513;0.22174657534246572;1.0;0.221;0.67;0.109;41.80485564928861;15.0;5.0;0.0;606.0;6.0;297499
Literary;341;2735;84;449;0.3587603425751197;1.0;0.222;0.657;0.122;29.9613175751108;10.0;2.0;0.0;340.0;10.0;159098
Literary;1888;2939;63;858;0.270704635628547;1.0;0.221;0.65;0.129;45.58562916608241;14.0;5.0;1.0;480.0;8.0;255729
Sea and Adventure;2353;6497;230;404;0.18539702921177809;1.0;0.207;0.629;0.165;34.65963194050389;23.0;8.0;3.0;828.0;12.0;436249
Literary;3581;11062;509;541;0.12748635221670224;1.0;0.24100000000000002;0.617;0.141;33.46133388994323;29.0;6.0;6.0;1150.0;15.0;680926
Sea and Adventure;2692;9136;126;753;0.1439810324388404;1.0;0.212;0.642;0.146;37.39553962829947;29.0;6.0;2.0;942.0;13.0;582812
Ghost and Horror;602;3114;30;248;0.2356662712534599;1.0;0.17;0.7290000000000001;0.10099999999999999;40.68626171736318;19.0;2.0;1.0;511.0;2.0;217422
Literary;3180;10820;262;1523;0.13818606461658234;1.0;0.214;0.6509999999999999;0.135;38.78738257362187;43.0;10.0;2.0;2155.0;37.0;879509
Christmas Stories;572;1230;34;235;0.2662458525532087;1.0;0.235;0.654;0.111;55.31996098079424;6.0;5.0;0.0;263.0;10.0;146748
Literary;2558;5738;134;531;0.16139799094964535;1.0;0.231;0.5579999999999999;0.21100000000000002;52.88704749679079;15.0;7.0;1.0;617.0;15.0;382716
Literary;2319;6134;271;955;0.15234260184586446;1.0;0.257;0.54;0.203;54.56365451812332;12.0;7.0;2.0;654.0;20.0;417264
Literary;4284;10953;126;2078;0.11834928868377892;1.0;0.251;0.617;0.132;62.302961290547984;26.0;6.0;3.0;1216.0;31.0;666898
Detective and Mystery;2602;6694;16;738;0.1594533751862773;1.0;0.223;0.642;0.135;55.36449709433978;16.0;8.0;2.0;586.0;13.0;399942
Detective and Mystery;2223;6466;44;1235;0.16819528714547766;1.0;0.222;0.655;0.124;51.93305930756702;18.0;7.0;0.0;552.0;38.0;359188
Literary;1537;3856;22;1301;0.1785934076754548;1.0;0.214;0.635;0.151;45.731780464839495;33.0;4.0;1.0;778.0;21.0;495858
Detective and Mystery;2573;5802;42;1006;0.16470797088585126;1.0;0.203;0.653;0.14400000000000002;54.13425932625782;19.0;2.0;2.0;529.0;7.0;353824
Literary;433;1729;48;341;0.36196793808734107;1.0;0.273;0.619;0.10800000000000001;44.03919639719621;2.0;1.0;1.0;213.0;1.0;109005
Western Stories;1712;6288;67;545;0.22475681210535295;1.0;0.20600000000000002;0.653;0.141;47.6654273660842;35.0;8.0;5.0;881.0;17.0;419642
Literary;217;976;29;155;0.3425891872011769;1.0;0.248;0.659;0.09300000000000001;45.67213120483945;8.0;2.0;0.0;107.0;6.0;71585
Western Stories;2295;6163;35;438;0.182256337022492;1.0;0.233;0.615;0.152;32.32637571136968;17.0;5.0;6.0;616.0;22.0;366829
Literary;3026;8274;57;838;0.14588361491016358;1.0;0.237;0.623;0.14;33.02224603740362;24.0;7.0;3.0;918.0;12.0;492548
Literary;2211;5794;55;383;0.16933232742361373;1.0;0.239;0.615;0.146;37.13681800441455;23.0;1.0;3.0;597.0;38.0;343168
Western Stories;1286;1879;8;163;0.2366263578602173;0.9997;0.222;0.588;0.191;65.50757190771276;10.0;4.0;0.0;193.0;3.0;130153
Detective and Mystery;2086;6152;52;930;0.1723995422177009;1.0;0.222;0.626;0.152;47.288774420208036;25.0;6.0;3.0;566.0;9.0;395987
Detective and Mystery;2246;6133;10;788;0.15371945457000136;1.0;0.21;0.687;0.102;43.1771450675881;27.0;6.0;4.0;979.0;9.0;454359
Literary;577;4951;58;1151;0.19715407643559735;1.0;0.242;0.622;0.136;39.18565962345724;40.0;3.0;4.0;594.0;4.0;316717
Literary;441;5210;77;959;0.1950971859588048;1.0;0.221;0.633;0.146;41.41363824671086;28.0;5.0;7.0;733.0;8.0;337194
Literary;128;1268;12;212;0.33784757239590835;1.0;0.244;0.609;0.146;39.94274438605788;14.0;3.0;2.0;181.0;3.0;83542
Literary;908;2347;137;410;0.2598638268156425;1.0;0.331;0.531;0.139;50.704982811023314;3.0;5.0;1.0;219.0;4.0;145414
Detective and Mystery;2314;6212;24;1209;0.15628713217306214;1.0;0.223;0.652;0.125;56.1763017163801;30.0;6.0;3.0;497.0;35.0;357469
Detective and Mystery;1959;6602;12;811;0.1695267242321565;1.0;0.201;0.65;0.15;53.96495061870212;24.0;3.0;3.0;526.0;32.0;343373
Detective and Mystery;2600;6107;55;557;0.16458009068146442;1.0;0.228;0.6459999999999999;0.126;55.222644751753315;24.0;12.0;1.0;644.0;38.0;373557
Literary;695;4993;82;965;0.18659386179627188;1.0;0.248;0.601;0.152;47.12206810223453;25.0;12.0;0.0;716.0;9.0;340716
Literary;2145;6513;54;718;0.141225105443982;1.0;0.27399999999999997;0.613;0.113;44.297254013878586;17.0;17.0;2.0;869.0;7.0;443080
Literary;1406;2182;7;801;0.17064446138509354;1.0;0.23399999999999999;0.7;0.066;69.65323391444437;11.0;3.0;1.0;423.0;10.0;209958
Detective and Mystery;992;2688;89;533;0.19543041221738355;1.0;0.198;0.6759999999999999;0.127;46.95116242807194;24.0;2.0;0.0;333.0;13.0;208358
Western Stories;2130;3763;67;715;0.15065956202482292;-1.0;0.128;0.7240000000000001;0.14800000000000002;65.93616246780701;35.0;22.0;2.0;702.0;35.0;359411
Literary;3069;10829;62;3225;0.1837741427515506;1.0;0.242;0.601;0.157;36.949552733581584;45.0;12.0;3.0;1645.0;22.0;789532
Love and Romance;3421;16152;177;8455;0.11700167930385222;1.0;0.25;0.636;0.114;45.05371090041432;74.0;38.0;6.0;2315.0;59.0;1234927
Detective and Mystery;2835;5838;40;777;0.14430964453529427;1.0;0.193;0.6779999999999999;0.129;44.98896327659182;26.0;2.0;2.0;779.0;18.0;484786
Detective and Mystery;1187;6183;15;945;0.19809548914297007;1.0;0.222;0.644;0.135;49.28883200467905;27.0;5.0;1.0;716.0;13.0;380231
Literary;2102;8674;250;1150;0.1575376196990424;1.0;0.233;0.65;0.11599999999999999;59.9816252669483;28.0;14.0;3.0;1110.0;62.0;447797
Literary;2063;10825;109;2023;0.09844130540672187;1.0;0.243;0.636;0.121;56.77335734122201;26.0;9.0;6.0;1671.0;14.0;756691
Literary;3998;11243;54;1638;0.08949969534899466;1.0;0.22899999999999998;0.63;0.142;60.141665112005434;34.0;7.0;21.0;911.0;25.0;729070
Literary;1951;3623;36;898;0.18138134966733552;1.0;0.174;0.708;0.11800000000000001;50.481922485694334;19.0;7.0;0.0;840.0;23.0;456602
Literary;935;4128;47;421;0.25361223911606384;1.0;0.264;0.626;0.111;39.625515130251046;9.0;5.0;1.0;397.0;8.0;254004
Detective and Mystery;1829;4639;72;829;0.13748502994011974;1.0;0.191;0.679;0.13;54.54706550707465;13.0;7.0;5.0;914.0;30.0;405737
Literary;893;2946;174;533;0.21681732748590352;1.0;0.223;0.701;0.076;32.449737851299545;21.0;3.0;1.0;410.0;45.0;272927
Literary;901;2938;126;392;0.2107575926131939;1.0;0.265;0.5529999999999999;0.18100000000000002;46.977139978757656;14.0;3.0;1.0;334.0;6.0;220784
Literary;2414;7354;26;2189;0.15734440472071656;1.0;0.24;0.617;0.14300000000000002;38.98370489495423;56.0;16.0;2.0;1252.0;17.0;637521
Literary;543;3847;69;954;0.24507510785383854;1.0;0.243;0.624;0.133;50.77895081841354;29.0;7.0;5.0;701.0;6.0;236951
Literary;621;3450;78;901;0.2373149177737461;1.0;0.23;0.617;0.153;48.032406259963295;13.0;4.0;0.0;547.0;6.0;211943
Literary;468;3412;55;762;0.25741146614373056;1.0;0.22699999999999998;0.636;0.138;47.24519768221285;17.0;3.0;0.0;586.0;11.0;213678
Literary;2156;4459;64;708;0.1827804610000868;1.0;0.225;0.6409999999999999;0.135;50.536253045001324;38.0;3.0;3.0;763.0;29.0;425413
Literary;2413;8744;62;635;0.13594412571713646;1.0;0.282;0.607;0.11;55.098564616992924;26.0;15.0;0.0;1094.0;7.0;538009
Literary;729;3264;7;172;0.2312951425263274;1.0;0.245;0.636;0.11900000000000001;42.76183707517728;20.0;4.0;2.0;546.0;11.0;219854
Literary;142;563;19;239;0.4862851337622757;0.9999;0.243;0.624;0.133;42.38622337396493;4.0;3.0;0.0;80.0;2.0;36275
Sea and Adventure;619;3189;28;198;0.17926346758648676;1.0;0.185;0.68;0.135;56.636393096894246;20.0;;1.0;479.0;18.0;244877
Literary;1230;4918;109;1548;0.18488004781012551;1.0;0.253;0.612;0.135;52.66784122344905;28.0;12.0;3.0;611.0;8.0;290943
Literary;1312;5151;119;1380;0.1702921329477346;1.0;0.249;0.601;0.15;54.14704879464344;38.0;5.0;6.0;621.0;7.0;298864
Literary;407;1775;16;325;0.2273944767710354;1.0;0.201;0.652;0.147;60.42154706609972;4.0;1.0;1.0;279.0;3.0;135804
Literary;1731;6949;134;1508;0.18291285801340645;1.0;0.215;0.6459999999999999;0.139;46.23049889158571;29.0;8.0;1.0;893.0;17.0;497737
Love and Romance;1853;5872;88;1274;0.1822805005733659;1.0;0.207;0.71;0.083;57.679899245759145;38.0;20.0;12.0;1157.0;46.0;476714
Literary;1762;8008;116;744;0.10562653393582128;1.0;0.249;0.599;0.152;60.82260075875863;14.0;16.0;3.0;1113.0;17.0;548588
Sea and Adventure;1767;5124;92;1444;0.1899449739904381;1.0;0.258;0.594;0.149;42.90343233275962;26.0;10.0;1.0;784.0;16.0;420855
Literary;4342;10407;135;1283;0.13507359181899106;1.0;0.23;0.642;0.129;55.942467256114;37.0;8.0;3.0;1105.0;17.0;610098
Literary;1149;5790;83;1155;0.1933837634369684;1.0;0.251;0.5920000000000001;0.156;49.13995783147743;12.0;7.0;5.0;735.0;17.0;326011
Literary;3725;8349;89;865;0.12838703554311204;1.0;0.247;0.637;0.11599999999999999;42.12488681905876;26.0;4.0;1.0;873.0;17.0;545188
Literary;1672;14424;167;2438;0.13029201991656575;1.0;0.21100000000000002;0.6559999999999999;0.132;43.970530401624565;77.0;13.0;7.0;2128.0;25.0;883684
Literary;2559;14985;325;3330;0.10316935372743558;1.0;0.233;0.6609999999999999;0.106;47.49757625811199;83.0;10.0;8.0;1972.0;49.0;886471
Western Stories;2048;7281;25;1163;0.12928648316161773;1.0;0.172;0.67;0.159;57.063455644891825;37.0;13.0;2.0;1179.0;23.0;585788
Detective and Mystery;2522;5580;63;1418;0.15530582166543844;1.0;0.23199999999999998;0.617;0.152;54.053758778354215;39.0;6.0;9.0;543.0;27.0;351809
Literary;4972;12828;106;2935;0.10465871469530644;1.0;0.257;0.608;0.135;64.76586552014854;45.0;36.0;2.0;1373.0;29.0;803449
Literary;1918;18183;226;2564;0.10819365594304768;1.0;0.21600000000000003;0.647;0.13699999999999998;37.82390762130999;88.0;14.0;14.0;2791.0;29.0;1083372
Detective and Mystery;3054;5659;45;646;0.1295029409537273;0.9999;0.129;0.75;0.121;50.30737861689122;16.0;4.0;1.0;883.0;11.0;483607
Literary;1885;17533;72;3859;0.10042866693758766;1.0;0.244;0.633;0.12300000000000001;46.190972117189396;73.0;13.0;10.0;2178.0;39.0;928956
Literary;2129;14431;94;2493;0.11267380068428333;1.0;0.228;0.6459999999999999;0.126;49.366690437342214;66.0;12.0;4.0;1880.0;37.0;820885
Literary;930;5899;338;1354;0.18386175587610748;1.0;0.21600000000000003;0.619;0.165;63.830689592886216;17.0;11.0;2.0;490.0;9.0;322986
Detective and Mystery;3199;5559;43;799;0.155911951509527;1.0;0.162;0.711;0.127;44.41009555020281;13.0;3.0;1.0;592.0;20.0;427999
Literary;627;5852;17;1782;0.19823178525777588;1.0;0.231;0.66;0.109;39.16373630003917;52.0;4.0;3.0;879.0;8.0;337430
Literary;715;5702;8;1389;0.17757678537780291;1.0;0.193;0.66;0.147;41.006934708875065;38.0;3.0;5.0;766.0;9.0;325708
Literary;682;5903;8;1501;0.17572417793568498;1.0;0.213;0.633;0.154;40.97782302653045;42.0;4.0;4.0;849.0;11.0;340335
Love and Romance;2806;7494;48;6025;0.12848581425156752;1.0;0.287;0.588;0.124;52.254294704281165;34.0;10.0;3.0;1317.0;16.0;714416
Literary;2178;14645;319;3222;0.10773726166110094;1.0;0.20800000000000002;0.652;0.14;48.871708874692395;81.0;11.0;6.0;2069.0;23.0;905470
Literary;55;2128;88;428;0.22058687686670567;1.0;0.18;0.691;0.129;38.09816669816831;17.0;15.0;2.0;1031.0;22.0;385314
Detective and Mystery;2570;12232;97;2366;0.10768247405856034;1.0;0.218;0.6509999999999999;0.131;37.12153931875599;83.0;8.0;8.0;1456.0;16.0;940645
Literary;1250;3353;62;780;0.19674610636471407;1.0;0.212;0.684;0.10400000000000001;47.56977845974041;12.0;6.0;2.0;689.0;10.0;305908
Literary;1231;3170;53;720;0.18346329886421428;1.0;0.22899999999999998;0.669;0.10300000000000001;49.30279305940488;15.0;3.0;3.0;696.0;20.0;297471
Literary;2480;6523;115;1500;0.13618677042801555;1.0;0.218;0.6759999999999999;0.106;48.42175857595468;27.0;9.0;5.0;1385.0;30.0;603376
Literary;2159;5651;86;2080;0.14377596676254395;1.0;0.235;0.66;0.105;47.0423824982654;39.0;13.0;2.0;1189.0;20.0;649759
Literary;1600;3564;140;1387;0.14796068506856572;1.0;0.228;0.628;0.14400000000000002;51.94088710080351;20.0;9.0;5.0;867.0;13.0;433014
Literary;566;3979;47;763;0.2813592128609065;1.0;0.226;0.6679999999999999;0.106;37.45945878136203;27.0;3.0;7.0;509.0;12.0;228111
Literary;540;3695;19;730;0.2851264312977099;1.0;0.223;0.6459999999999999;0.13;37.30211902128929;16.0;4.0;0.0;436.0;5.0;208069
Literary;243;1834;18;383;0.3946615824594853;1.0;0.23399999999999999;0.662;0.10400000000000001;33.626366689375885;11.0;;2.0;247.0;3.0;104172
Literary;278;2132;12;340;0.3559883154819864;1.0;0.22699999999999998;0.6609999999999999;0.11199999999999999;35.036746835443076;9.0;2.0;1.0;308.0;4.0;127598
Literary;549;3412;26;664;0.28761676344357484;1.0;0.235;0.638;0.127;38.067428515071725;12.0;;2.0;495.0;7.0;196159
Literary;618;3618;26;704;0.2836025511116409;1.0;0.233;0.66;0.106;40.31727517999133;10.0;;2.0;495.0;3.0;205606
Literary;2791;18675;148;3591;0.13107815095035985;1.0;0.235;0.655;0.11;37.463003471814375;85.0;10.0;14.0;2490.0;34.0;1070498
Sea and Adventure;127;1076;25;308;0.3594676928010261;0.9996;0.162;0.7040000000000001;0.134;62.86989211715971;3.0;1.0;0.0;198.0;3.0;71809
Literary;1176;5614;10;684;0.2296556946238475;1.0;0.26;0.612;0.128;47.542807745880076;20.0;16.0;4.0;503.0;18.0;271614
Literary;2694;6082;11;495;0.12907546739626086;1.0;0.2;0.685;0.115;66.11501715137436;39.0;18.0;0.0;1045.0;49.0;428823
Literary;1419;6505;16;1191;0.1951343648208469;1.0;0.264;0.6;0.136;43.03581848038347;14.0;13.0;2.0;576.0;20.0;357325
Detective and Mystery;1889;8233;399;1588;0.1315883291115489;1.0;0.22;0.609;0.17;35.19417232361138;32.0;16.0;6.0;1319.0;93.0;674112
Literary;1283;5961;23;1597;0.2499381681277309;1.0;0.237;0.626;0.13699999999999998;27.94253156701075;37.0;8.0;0.0;1158.0;20.0;463098
Christmas Stories;183;538;10;92;0.3721311475409836;0.9999;0.223;0.647;0.13;73.58232513661204;6.0;1.0;1.0;79.0;1.0;36546
Literary;349;1151;195;258;0.3284343131373725;-0.9592;0.193;0.614;0.193;42.32144515562346;6.0;3.0;0.0;240.0;15.0;116457
Literary;1149;3734;23;866;0.2360927507234985;1.0;0.18100000000000002;0.6970000000000001;0.122;41.537612912218954;22.0;4.0;1.0;681.0;11.0;341395
Literary;663;1611;27;409;0.2904884318766067;1.0;0.196;0.6559999999999999;0.147;52.128478427483394;10.0;;1.0;261.0;5.0;128565
Literary;448;2854;6;447;0.24110260336906586;1.0;0.214;0.635;0.15;51.6273233692595;8.0;1.0;1.0;415.0;4.0;194813
Humorous and Wit and Satire;1541;4921;182;825;0.12575336114974506;1.0;0.172;0.701;0.127;72.30132254052556;48.0;7.0;1.0;1156.0;24.0;402176
Literary;2335;5999;159;950;0.15167968265774145;1.0;0.21600000000000003;0.649;0.134;54.58635484401873;23.0;9.0;5.0;920.0;20.0;533048
Literary;2795;9916;68;999;0.12623094563604478;1.0;0.27;0.564;0.166;48.05003921606443;39.0;11.0;0.0;1554.0;28.0;739044
Literary;1901;5529;94;1870;0.17247066878287118;1.0;0.23;0.638;0.132;52.08426795468293;22.0;8.0;1.0;814.0;9.0;400290
Literary;1419;12242;277;1939;0.14005365809543907;1.0;0.22899999999999998;0.645;0.126;38.30895982667821;50.0;21.0;5.0;1518.0;21.0;821617
Literary;2980;10613;126;1171;0.13130631799235545;1.0;0.267;0.591;0.142;46.642103148000224;42.0;15.0;4.0;1538.0;14.0;727079
Love and Romance;734;4930;163;983;0.15853579944576915;1.0;0.22899999999999998;0.64;0.132;56.548078968021365;29.0;9.0;1.0;729.0;16.0;368425
Love and Romance;2889;7944;223;991;0.12924823965159346;1.0;0.276;0.583;0.14;52.65779688869381;40.0;33.0;3.0;1188.0;31.0;598679
Literary;507;1936;26;351;0.2694720586815945;1.0;0.23800000000000002;0.623;0.139;61.092611830532654;7.0;4.0;2.0;218.0;3.0;127462
Literary;313;1353;17;283;0.2958976956191441;0.9999;0.212;0.63;0.158;58.43199464703778;;;0.0;196.0;3.0;98365
Literary;778;3219;62;701;0.20681588601201556;1.0;0.217;0.625;0.159;60.11705221346165;10.0;3.0;9.0;416.0;8.0;237838
Literary;1491;5743;98;1143;0.16100465453666205;1.0;0.22;0.626;0.154;59.746818621720074;16.0;4.0;11.0;710.0;10.0;406759
Literary;712;1992;52;405;0.2302636983488047;1.0;0.24;0.644;0.11699999999999999;65.49608695385504;5.0;2.0;0.0;252.0;5.0;150532
Literary;180;631;17;139;0.38266666666666665;0.9999;0.251;0.606;0.14300000000000002;62.85908000000001;;;0.0;110.0;2.0;46617
Literary;699;2129;62;430;0.21486364998501647;1.0;0.235;0.626;0.138;62.30873105349543;5.0;2.0;2.0;277.0;9.0;167823
Literary;1574;4682;127;961;0.15779058464102208;1.0;0.248;0.631;0.122;63.67689537564229;9.0;4.0;1.0;632.0;15.0;359134
Literary;2520;10055;228;1209;0.1285926621293906;1.0;0.24600000000000002;0.597;0.157;40.94918361286369;48.0;16.0;7.0;1501.0;22.0;807127
Literary;5976;15995;430;1720;0.10934468085106384;1.0;0.223;0.6409999999999999;0.136;49.03543043339676;50.0;14.0;6.0;2156.0;119.0;1113927
Humorous and Wit and Satire;3464;6041;444;2026;0.15809789096697174;1.0;0.201;0.647;0.152;51.47613313653497;28.0;15.0;0.0;1316.0;27.0;606340
Literary;2688;12083;447;2388;0.1071918363735567;1.0;0.2;0.632;0.168;55.438093589622326;53.0;21.0;4.0;1387.0;47.0;846270
Literary;2080;4354;8;2056;0.1810179741306904;1.0;0.221;0.677;0.102;50.90532235614293;22.0;2.0;6.0;739.0;8.0;413770
Literary;850;1549;43;200;0.2779840356413588;0.9999;0.152;0.7290000000000001;0.11900000000000001;52.39229225439249;6.0;1.0;0.0;324.0;9.0;133701
Literary;2122;6762;2;800;0.1761897035302844;0.9999;0.175;0.662;0.16399999999999998;38.04492937835647;37.0;3.0;2.0;1109.0;7.0;518516
Literary;1357;6782;140;998;0.1771415790650861;1.0;0.259;0.603;0.138;36.230907966467015;46.0;9.0;1.0;1246.0;14.0;494366
Literary;705;1895;48;178;0.2664546338015726;0.9999;0.198;0.64;0.162;46.45457668366714;9.0;2.0;1.0;270.0;4.0;143231
Detective and Mystery;2701;4811;121;1400;0.2116704805491991;1.0;0.17;0.715;0.11599999999999999;41.75559183893205;20.0;1.0;0.0;676.0;21.0;400982
Literary;1358;4422;69;1286;0.16367199176326014;1.0;0.21;0.696;0.094;62.6216777712541;32.0;4.0;0.0;759.0;30.0;357796
Literary;1036;7612;236;497;0.14830973625693133;1.0;0.221;0.647;0.133;53.89986489634314;39.0;4.0;1.0;973.0;21.0;426900
Literary;3257;12604;142;4123;0.11071403247535984;1.0;0.22899999999999998;0.612;0.16;57.807875079344065;81.0;6.0;5.0;1622.0;35.0;834619
Literary;576;3949;45;339;0.2397630157814712;1.0;0.22399999999999998;0.6559999999999999;0.12;32.11020757357801;52.0;4.0;2.0;539.0;7.0;238147
Literary;129;1684;14;221;0.40037664783427496;1.0;0.204;0.6559999999999999;0.14;30.62880000278434;9.0;2.0;0.0;198.0;2.0;96644
Literary;11;1;0;0;0.9333333333333332;0.34;0.195;0.684;0.121;72.04000000000002;;;0.0;;;235
Literary;969;8181;60;960;0.1822639096141548;1.0;0.223;0.6579999999999999;0.11900000000000001;37.17641381000422;38.0;3.0;9.0;995.0;9.0;460989
Literary;22;483;3;40;0.4804862444017914;1.0;0.292;0.569;0.14;31.984502330629624;4.0;;0.0;78.0;4.0;39343
Literary;1867;5403;39;1239;0.1587965861534913;1.0;0.309;0.609;0.08199999999999999;56.59028508956271;33.0;10.0;5.0;719.0;10.0;384297
Literary;70;647;30;113;0.4976635514018692;1.0;0.264;0.595;0.14;21.13552099316505;13.0;1.0;0.0;122.0;1.0;50166
Literary;66;583;38;175;0.4624485596707819;0.9999;0.257;0.59;0.152;38.43224463937625;5.0;;1.0;110.0;2.0;53091
Literary;53;440;38;105;0.4893839192481727;0.9997;0.23;0.6;0.17;44.07372085691957;3.0;1.0;0.0;84.0;3.0;44507
Literary;52;753;76;180;0.4300918196994992;0.9993;0.2;0.628;0.172;42.26315027403632;4.0;1.0;0.0;168.0;;56602
Literary;197;2357;179;542;0.2801287639997317;1.0;0.233;0.605;0.162;34.922337065784404;25.0;2.0;1.0;470.0;6.0;182736
Literary;2913;13821;146;2557;0.1027390233894132;1.0;0.263;0.59;0.147;54.64696352168971;34.0;8.0;5.0;1569.0;51.0;976929
Literary;462;2506;19;94;0.2863577863577864;1.0;0.259;0.625;0.11699999999999999;28.494458092732454;5.0;4.0;2.0;251.0;3.0;152636
Literary;2895;6702;90;2230;0.16212435979184234;1.0;0.225;0.644;0.132;43.865020316795686;27.0;10.0;4.0;1261.0;15.0;609140
Literary;685;2454;25;290;0.2320046955872152;1.0;0.257;0.588;0.155;41.318129588347006;12.0;3.0;1.0;479.0;7.0;245311
Literary;243;511;23;210;0.4645628556647698;0.9999;0.2;0.7;0.1;46.06790408411515;;;0.0;79.0;8.0;49068
Literary;1878;10899;130;1660;0.14707219396038532;1.0;0.26;0.611;0.129;46.36575554414665;44.0;27.0;2.0;1270.0;13.0;582026
Literary;2151;7400;168;679;0.1508724086559099;1.0;0.245;0.618;0.13699999999999998;52.29959718916257;28.0;7.0;4.0;1028.0;17.0;513141
Ghost and Horror;684;2723;57;198;0.24286154794942955;1.0;0.192;0.691;0.11699999999999999;39.39135960344717;20.0;2.0;1.0;511.0;5.0;198321
Literary;666;1897;19;478;0.28808728130528805;1.0;0.17300000000000001;0.703;0.124;53.507712107091436;11.0;1.0;5.0;258.0;4.0;126234
